pathway	ERR2208887	ERR2208888	ERR2208889	ERR2208890	ERR2208891	ERR2208892	ERR2208893	ERR2208894	ERR2208895	ERR2208896	ERR2208897	ERR2208898	ERR2208899	ERR2208900	ERR2208901	ERR2208902	ERR2208903	ERR2208904	ERR2208905	ERR2208906	ERR2208907	ERR2208908	ERR2208909	ERR2208910	ERR2208911	ERR2208912	ERR2208913	ERR2208914	ERR2208915	ERR2208916	ERR2208918	ERR2208919	ERR2208920	ERR2208921	ERR2208922	ERR2208923	ERR2208924	ERR2208926	ERR2208927	ERR2208928	ERR2208929	ERR2208930	ERR2208931	ERR2208932	ERR2208933	ERR2208934	ERR2208935	ERR2208936	ERR2208937	ERR2208938	ERR2208939	ERR2208940	ERR2208941	ERR2208942	ERR2208943	ERR2208944	ERR2208945	ERR2208946	ERR2208947	ERR2208948	ERR2208949	ERR2208951	ERR2208952	ERR2208953	ERR2208954	ERR2208956	ERR2208957	ERR2208958	ERR2208959	ERR2208960	ERR2208961	ERR2208962	ERR2208963	ERR2208964	ERR2208965	ERR2208966	ERR2208967	ERR2208968	ERR2208969	ERR2208970	ERR2208971	ERR2208972	ERR2208973	ERR2208974	ERR2208975	ERR2208977	ERR3262561	ERR3262562	ERR3262563	ERR3262564	ERR3262565
REACTOME_INTERLEUKIN_6_SIGNALING	-0.427057030750376	-0.41348507398953	-0.196748021422502	-0.118107758282663	0.277692579645103	0.264151201537566	0.0475539006357067	-0.051297798715651	-0.353022758857882	0.156653082586492	0.0573102786800028	-0.299051056867416	0.0865541377192133	-0.0775232488507218	-0.404168052050843	0.0716380782707334	-0.236664851698547	-0.276750330645745	0.246278109471265	0.175224519202569	-0.0318892893165516	0.379970649119306	-0.0293163647673093	-0.269552023328241	0.115922414002731	-0.0231611544702862	0.382066457324497	0.239995450235797	0.265114950453755	0.197899633447115	0.0309339305216293	-0.127394180844141	-0.170377749922075	0.091785103759642	-0.316421836384061	0.295721769035244	-0.273356449597993	-0.18560159777192	-0.0884455488115036	0.0930231572858493	-0.184519203326847	-0.0610315586685895	0.168974170943538	0.0613241373030736	-0.232407660633801	-0.138599856411942	-0.02706009615444	0.161946026445654	-0.0512929381842324	0.236784902289916	0.182815490227063	0.19214397407828	0.296489521990839	0.218947582593577	0.162763162628907	0.325818844651834	0.242980167980828	-0.0345834205955118	-0.056945469315273	-0.0386778811323143	-0.112053126342237	0.055806018742334	0.30333166543088	0.310946581189794	0.286712007673795	0.317453537029778	0.37936374093858	0.282745596381649	0.224543045952873	0.316930069418786	0.228679172404217	0.0517037970784867	0.230058012394398	0.205697740185275	0.289697583166247	0.391299444237389	0.0103515780979434	-0.180935938612556	0.31573150422017	0.152730140861284	0.126081288418041	0.111405311560669	0.20369538991658	0.371044104249979	-0.378111512528342	0.284239169959265	-0.379881903189333	-0.202028535246661	-0.151740299028386	-0.285113050316992	-0.432965879141373
REACTOME_HEMOSTASIS	-0.115154227310537	-0.174204581530227	-0.0464247768728375	0.0700051361288125	0.164402595101725	0.154619400569895	0.0278454153090907	0.0319661138697387	-0.0997507834217128	0.103326297501499	0.0972944358503652	-0.00710396293754808	0.0360964259605221	0.00304154442199391	-0.0987850681893939	0.0768985030514818	-0.123358758868825	-0.0449184168333473	0.183753249415467	0.209467652443799	-0.0406998407790105	0.241849962015147	0.0243087779804278	0.0150605711613479	0.108870381662506	0.0731721704676096	0.162906519428341	0.181021320609895	0.217778738681957	0.121078148736878	0.128372965860061	-0.0157221803543801	-0.00191678774877807	0.15929742667969	0.00559894836553529	0.225070825447901	-0.069117512987269	-0.0532998482444581	-0.0184793938742948	0.13779186647081	-0.0139686644206136	0.0858741236454636	0.0984915262401284	0.0468398773488686	0.024835464056629	0.0199078323831205	0.0851231385757411	0.109883575378515	0.0375120679223226	0.206820698641106	0.120270900878751	0.0866551855780508	0.179380747907507	0.0892287719241887	0.13664149016762	0.142463412881246	0.163916611057604	-0.0037824922160097	-0.0295140668639707	-0.0152722766958223	0.0364184258851522	0.188264588722736	0.152097986368046	0.16093775331147	0.258365011494368	0.18488943650423	0.19217767882532	0.120026405105796	0.195005926585231	0.198062757857255	0.154327777636071	0.102723229073856	0.0961404251059405	0.09538339904099	0.136228712111167	0.23386369254363	0.104413038545776	-0.00976669646431672	0.167309507345249	0.133355775723582	0.155821581548207	0.0818941545985166	0.15158651342019	0.196355242418271	-0.226633114424585	0.168150731116696	-0.154918882471559	-0.090156858930173	-0.0451235648177735	0.0098894535955584	-0.236914121104318
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS	-0.209411823715729	-0.284986778554307	-0.0365259833357387	-0.215203059518417	0.0317933394013197	0.267143946989744	0.109292379141787	0.180932511052064	-0.229462416749515	0.106993210472946	0.0646560392775728	-0.137198679250494	-0.115219633875286	-0.16299798540664	-0.084665619724674	0.0905727991393253	-0.134524782534538	-0.253780331087635	0.18727378487705	0.242669652025448	-0.0461356434766509	0.187801845619699	0.182163063852212	-0.242932710016296	0.104660900123964	0.0805545500974078	0.142903759482759	0.168978067629442	0.170762516452653	0.146190625734029	0.0316482900242615	-0.0878305655816382	-0.245987411173747	0.151717457722004	-0.015784253879553	0.230661060439569	-0.191537626270883	0.0124319198745757	0.0652304185283398	0.165212457980569	0.101264603787989	-0.00868350997311331	0.111989506497341	0.0963742835445119	0.0304700876523892	0.120421554769053	0.0755960935003309	0.193041644581897	-0.148064197263442	0.221759402174669	0.151342537360909	0.263309855697949	0.214096781239722	0.180794605456137	0.157374589289454	0.199075555750228	0.264872348924414	0.0779972560719785	0.103849177273977	0.121815903689105	0.0430581111307948	0.140087143713609	0.166569419935962	0.218284545474486	0.232199908844923	0.109303913849317	0.240067862904116	0.294452602287495	0.168740803531806	0.131537655540145	0.175680495838226	0.141183613131728	0.228431674442202	0.162136769491278	0.099635561021197	0.318910120785175	0.196966526238409	0.0716216852462716	0.218829594353399	0.0512159597196349	0.0655214393893397	0.0627193125891366	0.166366281040278	0.246839653567952	-0.345622238195713	0.133271170293037	-0.221221369969869	-0.176074697464716	0.0130995803740393	-0.122603455262009	-0.288891704295869
REACTOME_MAPK3_ERK1_ACTIVATION	-0.375194605272322	-0.393065636168431	-0.0442006000226977	-0.0957821751791631	0.147688769568577	0.266905644425772	0.162428252096455	-0.0459833621753188	-0.36372843450238	0.0134320529255052	-0.0321260453255971	-0.325104633419727	0.0771330373198127	-0.113630277831968	-0.300633153607028	0.0637258213120839	-0.0961054666063843	-0.215675747700962	0.130454277244471	0.146859886738202	0.00311702549158528	0.31931951886829	0.0486894830299309	-0.374934682298246	0.0685203072076348	-0.0214908778501202	0.302629527686152	0.223718560231326	0.249403462829624	0.233870134737041	-0.0591456752738452	-0.164114982550991	-0.248636845661197	0.0648583451049008	-0.267844347329565	0.293158798049022	-0.324518716632205	-0.0833281738608151	-0.087425592230402	0.13492493178321	-0.0637246732634812	0.0469037693327748	0.215218798926784	0.0926888548976153	-0.0640960119899316	-0.0229056955130026	0.0913158263562736	0.184544254553874	-0.114749752054803	0.208723075716167	0.262168804918669	0.271538332868317	0.267775251438978	0.280925587742676	0.216933562230974	0.26176918329892	0.251154844041399	0.0706369815396842	-0.0350252088077425	-0.0139387259622929	-0.0214506385068055	-0.012296921485231	0.233479264093534	0.301019983964946	0.284320398331298	0.275439435644049	0.351673419544144	0.309156330236345	0.280250439969878	0.182874002176764	0.182295887485552	0.174311945015892	0.133640610240551	0.169815381624161	0.191229043456519	0.35653880057285	-0.0500269944140886	-0.126544939571239	0.27656494706502	0.0408140734489314	0.0998684605360938	0.0788616877186483	0.226355734675767	0.382840120459856	-0.382908346990269	0.267318650786793	-0.315175664129576	-0.211691542917072	-0.0287151853596247	-0.195285643061417	-0.34947285732023
REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS	-0.200034727494895	-0.27671926386701	-0.130231927071341	-0.0979001265082882	0.18742144920894	0.220623985144353	-0.0609892329133094	0.0843853658664669	-0.128579011361657	0.241196088675598	0.272637960461035	-0.0264386969619307	0.0308996710747701	-0.247131438965274	0.0409048183533934	0.0779151145128664	-0.269719449990109	-0.192777946438514	0.0433981448196563	0.249180418314513	-0.0208669650353951	0.252335111393062	0.0911716700649012	-0.0899686259733541	0.0578235487249296	-0.0122848115286269	0.114974475190026	0.00712233289960267	0.161583953170026	0.110373370034978	0.116439744447181	-0.0594457080977479	-0.0932422421646011	0.137680539533975	-0.0377676091523446	0.0658993991024356	-0.0861706570994518	-0.111148254411853	-0.0854022025883004	0.0864330449894363	0.0235573361229931	0.00973604484380129	0.0611336201154324	-0.0441221277342956	-0.125570814628193	0.123498491140227	0.168508526493893	0.072504318728335	0.0353534490181857	0.122093938248333	-0.0035738160740919	0.215018053073137	0.300889174924601	0.127037305292614	0.143015625006324	0.258619109116136	0.194904450221502	0.0731336467531431	0.0666776271647647	0.202160527031964	0.169022984262812	-0.0408575334184997	0.281283884644611	0.254176541656701	0.270234083378592	0.201759884726521	0.21210369544711	0.315152497281426	0.307939867368499	0.271451117737197	0.345561952094991	-0.0731921133090014	0.136753001476202	0.198006065969	0.23828894542568	0.437350436291529	0.0155224312120576	0.0264802491565143	0.0888580534791631	0.282082254419967	0.216460608580515	0.037544537409095	0.192593853909483	0.276255190371745	-0.35671612123378	0.122166095899389	-0.272782899684608	-0.170362079810191	-0.114167768460493	-0.110827906936008	-0.366247250376428
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA	-0.401001254330636	-0.280081617772979	-0.181019274584131	-0.427162708039008	0.229099332986914	0.343403991079225	0.0996627043374604	0.221323295900465	-0.341453751496665	-0.005467759593407	0.0402837392552702	0.0668197826779656	-0.187287891157545	-0.338057895154291	-0.0724322936248542	0.240989747775639	-0.404210786955194	-0.237232143556909	0.340280247794267	0.28786100641549	-0.0842769401057534	0.264484739189895	0.140670383675064	-0.378662814884004	-0.00311344850220843	-0.172313598452276	0.246659316908679	0.262778985697696	0.232096967071981	-0.0662558673851097	0.142284002493874	0.0774596398039758	-0.27484478762664	0.0683914450849773	0.184208009062095	0.11624452333629	-0.311601327447425	0.0876993690528383	0.197450982305362	0.198454207275397	0.100548373187579	-0.282121627289976	-0.0579888402930973	0.308046417716073	0.084900259944062	-0.0488188256878595	-0.175308396753079	0.0421663410345611	-0.248782377384915	0.341165740806249	0.221027333496768	0.22182380618183	0.239439110986466	0.0240317035502336	0.171719041222015	0.276536661137906	0.350640858775282	-0.0181329986388282	0.300296243912316	0.330100814210639	0.0691560550935915	0.264240088377814	0.0815698542949273	0.0911407784876031	0.23520267677563	0.157092867085635	0.255255669338358	0.194372702681843	-0.102675153770893	0.299875341293531	0.130030221353534	0.312878551581451	0.00612675557905975	-0.12491091725209	0.235102650788017	0.386353330231196	0.321372295091998	0.208187776716136	0.229125827744043	0.211873611907943	0.130652027824395	0.136744576276887	0.0291441208611337	0.284260449918203	-0.407924184851273	0.225009756693538	-0.142436264409238	-0.18338354283426	-0.234790782802817	-0.153801028521247	-0.345912392233169
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE	-0.353164577653312	-0.249286138437345	-0.0162567074867098	-0.338647641667076	0.153262439037137	0.353366322878962	0.127178776944109	0.226503036508288	-0.364918763341884	-0.0979583908778074	-0.259705985601592	-0.379294880000825	-0.164488134502717	-0.204357038710902	-0.147026110799321	0.0589093983943802	-0.152647751539606	-0.25290729965249	0.204027786757904	0.24246231577785	0.0886901413395334	0.281567211759955	0.122490673275326	-0.320713909713855	-0.0761344041838151	-0.220988835151397	0.306252682510222	0.303188996947812	0.332993375035167	0.159070101273797	0.11155959376609	-0.147018521448552	-0.387507017271863	-0.0575127317463876	0.0456833738400802	0.429158538992825	-0.398246744618461	-0.0893633729031253	-0.147850169839702	0.0118034464417745	0.0986971336654421	-0.206464873905164	0.0150630350727861	0.0842776921795543	-0.144375722296096	0.0252425457431544	0.0283016407637625	0.204101663765878	-0.0828160773122016	0.239590595581278	0.199343897718935	0.168929346900132	0.343612159163395	0.21656941684305	0.144259323210265	0.213817687744538	0.319671679884735	0.069527195179956	-0.0008485685584107	-0.00542324385928365	-0.189088980954526	0.108231339415151	0.134817289944115	0.132519591134648	0.333331707083469	0.188070821381986	0.310594462731621	0.292889719341608	0.142813013909141	0.301089012441193	0.1916804271464	-0.0266820503167162	0.249023562348392	0.171969664392765	0.249403479639433	0.341471632305073	0.0571867834009539	0.0574189877807322	0.372644627253546	0.0598234692144638	-0.0154993033947975	0.190703066084852	0.174970422531948	0.42050859139183	-0.410067004028758	0.292930465674292	-0.14960184167834	-0.255684604285759	0.197519575481099	-0.0736303939004668	-0.359319958667813
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE	-0.356205036836675	-0.259857658193059	0.0849627365835556	-0.352551755914728	0.104052637444188	0.349807411695834	0.138576804226211	0.169295380782288	-0.373545862379011	-0.106935738316703	-0.18930030983232	-0.389541758113566	-0.197165674893441	-0.230743031881983	-0.175699881448782	0.0276454519693357	-0.185268223263741	-0.274776510646781	0.250368865383238	0.268636576711987	0.0911731256712996	0.235615475604621	0.143208007933654	-0.3382284708779	-0.0672457866185574	-0.197343329781544	0.324396647441013	0.328487782975846	0.288850405479607	0.203099154645685	0.169194491549278	-0.180727080265202	-0.398056388540169	-0.0992271169142811	0.126788588465807	0.436822344703707	-0.396149418220534	-0.0234658347404176	-0.0438950389022477	0.0519990384165179	0.143190933707565	-0.234167340442918	0.0405508533212189	0.136859240106553	-0.0685028546491967	-0.0142208036903302	-0.0203306689244296	0.144199573087661	-0.114336596547963	0.17802266071014	0.232182088485977	0.204651605925017	0.333234297619282	0.2290831592258	0.195740032549654	0.195783882101435	0.307816706332507	0.0206359483193348	0.0468207000330908	0.041593940777582	-0.177569100831774	0.102234323435667	0.0831810069072929	0.137283425488634	0.264867691276495	0.229298225264565	0.283939655879291	0.293312387731305	0.0892675841137596	0.290048282189114	0.134825979943202	0.0115811887637973	0.259856673757161	0.114805819985404	0.2010303013183	0.336500073945049	0.1052387769799	0.0982271241297489	0.386665207326255	0.0140866313497362	-0.0638929547917372	0.209588946807692	0.193242264776238	0.421503593195192	-0.407610079265323	0.303624060771114	-0.16967284846327	-0.258116330576775	0.194791604475543	-0.105674811196565	-0.331888160766513
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE	-0.232047521348626	-0.254986126699861	-0.0766828186288344	-0.2660797875695	0.119202944289077	0.282500089679543	0.13663693574114	0.182868839938453	-0.297747317471145	0.0180278864094246	-0.0102643307350306	-0.139184878752992	-0.146048519282836	-0.168186054689702	-0.075055545720205	0.131689772957551	-0.146383977080395	-0.271617942045816	0.206085869674084	0.216201994416557	-0.0241190046134033	0.22570047295086	0.175635842886215	-0.364022933698095	0.0592252171331958	-0.0369330663839648	0.213346693973766	0.16826018915337	0.205034061937025	0.199201130942094	0.0829011938726675	-0.0883958369826893	-0.302585711141973	0.0521266315584437	0.0974274218519582	0.249167178912847	-0.193504019250692	-0.0246779167711885	0.117295943665446	0.130988165178185	0.0871714381750002	-0.142080836555598	0.0882163907276842	0.0945485814264718	0.0266830578161408	0.0382082510847179	0.0496991657276765	0.162425609791748	-0.131338456539264	0.2230416216082	0.231765245370733	0.177377062847409	0.289305220214106	0.135820396513987	0.199620417540069	0.164726369790461	0.265023090068853	-0.0495115979561516	0.166931831459081	0.170745402060723	-0.0534928452548538	0.166399598840213	0.122081188144631	0.140925222618049	0.258978386010057	0.190394407927705	0.282694770439214	0.253735705678649	0.0735233105466304	0.22967932604423	0.184292571920647	0.174393198863375	0.1643003629167	0.0957140449706245	0.1666173884517	0.306416831858358	0.187963488929539	0.21394745826395	0.277761743853736	0.0799279356976371	0.108531908988833	0.129438235622783	0.0935748712741736	0.288407056611461	-0.327616768649201	0.241565962260536	-0.223636600155629	-0.157322982777104	0.0269906754322693	-0.139482926760306	-0.295863301018198
REACTOME_OPIOID_SIGNALLING	-0.155601012036678	-0.219550944037487	-0.031561924117095	-0.0588630903544572	0.0588990547810898	0.147810355767057	0.117945180490347	0.140138841169496	-0.132105884951546	0.0393883330288931	0.0263251080580099	-0.0382856446669769	-0.0357087617604681	-0.0596925554516962	-0.122855916496415	0.158804318762549	-0.0454427092062475	-0.15969030106444	0.0858055184045705	0.140694266774656	-0.0989194780182782	0.216930860422832	0.0768222397268163	-0.0957862567689332	0.0981455088822379	0.100329834531267	0.145368307089346	0.152071730482365	0.148235738307541	0.202009780822746	0.0598848796227705	-0.00715318358431244	-0.195088747757876	0.120356532764021	0.0109840551955028	0.22721512095919	-0.187503376456012	0.00435960451669272	0.0700391035032925	0.222588828906051	0.121853662170223	0.0884856579749737	0.117805215637817	0.126091229868287	0.0513087508028098	0.0729550807097386	0.0854992551768358	0.204502182881804	-0.0723575908472923	0.207658568214893	0.172530381723271	0.18112131039387	0.214935489198609	0.201013412489808	0.192786476862912	0.177393288850225	0.250042499668157	0.0434852916682508	0.0444741270064223	0.0566989973326579	0.0239137398759601	0.0382291021212584	0.140743391245858	0.177169332438409	0.223914137034898	0.140856183159756	0.236924322574614	0.21581135965725	0.239718322198869	0.15603376374653	0.177656410345164	0.0926127434253583	0.139389422393122	0.14556802291128	0.0870585418455672	0.21103409242177	0.145476777209734	0.0351512233010201	0.200843579379426	0.0515428067814856	0.132940015386018	0.0494728430169112	0.102603631546608	0.216171977784473	-0.286970759853104	0.202322203542696	-0.163540187058031	-0.147630038677343	-0.00188837899061497	-0.0965914182202226	-0.245525701343441
